Unnamed: 0,Student ID,Well versed with the subject,Explains concepts in an understandable way,Use of presentations,Degree of difficulty of assignments,Solves doubts willingly,Structuring of the course,Provides support for students going above and beyond,Course recommendation based on relevance,Department,Course,Instructor,Semester,Academic Year,Gender,Attendance (%),Study Hours,GPA,Overall Satisfaction,Satisfaction Label,Student Feedback,Feedback Length,Character Count,Word Count,Clean Feedback,Sentiment
762,413,7,10,4,2,3,1,10,1,Data Science,Data Mining,Prof. Michael Kimani,2023 Semester 2,Year 3,Female,78,1,3.65,4.75,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
824,306,9,10,4,1,3,3,2,5,Computer Science,Data Mining,Prof. Linda Wanjiru,2024 Semester 2,Year 3,Female,76,15,2.85,4.62,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
400,554,6,6,8,2,4,6,4,10,Information Technology,Artificial Intelligence,Prof. Michael Kimani,2024 Semester 2,Year 3,Female,59,1,2.55,5.75,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
623,532,10,2,4,2,2,6,10,9,Data Science,Computer Networks,Prof. Linda Wanjiru,2025 Semester 1,Year 4,Male,88,6,2.53,5.62,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
766,456,10,4,8,6,5,1,10,1,Data Science,Database Systems,Dr. Grace Njeri,2023 Semester 2,Year 4,Female,61,13,3.07,5.62,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
302,381,9,2,8,8,1,9,1,2,Software Engineering,Artificial Intelligence,Dr. Grace Njeri,2023 Semester 2,Year 3,Male,77,1,2.9,5.0,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
918,735,6,4,6,1,7,6,1,5,Computer Science,Data Mining,Dr. Sarah Johnson,2025 Semester 1,Year 4,Male,91,5,2.88,4.5,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
206,918,8,3,8,9,9,1,6,1,Data Science,Database Systems,Dr. James Mwangi,2024 Semester 1,Year 4,Male,90,9,2.18,5.62,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
228,938,10,10,6,5,2,9,9,9,Information Technology,Database Systems,Prof. Linda Wanjiru,2024 Semester 2,Year 3,Male,96,17,3.44,7.5,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
852,538,8,7,4,6,10,5,2,9,Software Engineering,Artificial Intelligence,Dr. Sarah Johnson,2024 Semester 1,Year 4,Male,98,16,2.43,6.38,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
909,398,6,9,6,10,7,4,5,9,Computer Science,Data Mining,Dr. James Mwangi,2024 Semester 2,Year 4,Male,60,8,2.39,7.0,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
577,989,8,4,5,4,8,6,7,3,Cyber Security,Operating Systems,Prof. Linda Wanjiru,2024 Semester 2,Year 4,Male,73,17,2.83,5.62,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
74,868,7,9,7,2,6,2,9,4,Information Technology,Data Mining,Prof. Michael Kimani,2024 Semester 1,Year 3,Female,53,15,2.46,5.75,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
434,551,6,3,5,7,3,1,9,10,Data Science,Machine Learning,Dr. James Mwangi,2025 Semester 1,Year 4,Male,77,24,3.17,5.5,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
102,421,6,3,8,10,6,8,7,9,Data Science,Computer Networks,Dr. Grace Njeri,2025 Semester 1,Year 2,Female,93,1,2.74,7.12,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
421,179,6,3,7,6,2,6,5,2,Information Technology,Cloud Computing,Dr. Sarah Johnson,2024 Semester 2,Year 2,Female,73,12,2.9,4.62,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
703,243,9,8,8,8,4,10,8,9,Data Science,Operating Systems,Dr. James Mwangi,2025 Semester 1,Year 3,Male,57,5,3.07,8.0,Satisfied,The labs complemented the lectures very well.,7,45,7,lab complemented lecture well,Neutral
763,563,7,4,8,8,7,3,3,10,Software Engineering,Database Systems,Dr. James Mwangi,2024 Semester 2,Year 2,Male,65,24,2.41,6.25,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
737,67,7,9,4,3,9,1,1,2,Computer Science,Operating Systems,Dr. Grace Njeri,2025 Semester 1,Year 3,Female,65,6,2.31,4.5,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
805,540,9,10,7,3,2,4,4,5,Software Engineering,Computer Networks,Prof. Linda Wanjiru,2024 Semester 2,Year 2,Female,49,1,3.76,5.5,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
305,414,10,6,4,8,2,9,9,3,Data Science,Database Systems,Prof. Michael Kimani,2025 Semester 1,Year 2,Female,54,1,2.87,6.38,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
97,521,5,9,4,2,1,8,3,7,Cyber Security,Computer Networks,Dr. Grace Njeri,2023 Semester 2,Year 2,Female,50,10,2.82,4.88,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
849,34,9,7,8,9,8,2,8,9,Computer Science,Database Systems,Prof. Michael Kimani,2024 Semester 1,Year 3,Male,95,10,2.07,7.5,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
797,640,10,9,4,10,2,4,3,1,Computer Science,Operating Systems,Prof. Linda Wanjiru,2023 Semester 2,Year 3,Male,57,3,3.0,5.38,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
334,75,8,9,8,6,2,7,9,10,Information Technology,Database Systems,Dr. James Mwangi,2024 Semester 1,Year 4,Male,45,17,3.11,7.38,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
858,636,7,3,6,9,5,4,6,3,Information Technology,Database Systems,Prof. Michael Kimani,2024 Semester 1,Year 3,Female,64,19,3.12,5.38,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
434,551,6,3,5,7,3,1,9,10,Cyber Security,Machine Learning,Dr. Sarah Johnson,2024 Semester 2,Year 2,Male,91,11,3.41,5.5,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
446,733,10,10,5,1,4,1,3,4,Computer Science,Data Mining,Dr. Sarah Johnson,2024 Semester 1,Year 2,Female,90,18,2.35,4.75,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
993,908,5,2,5,3,2,10,4,8,Cyber Security,Data Mining,Dr. Grace Njeri,2023 Semester 2,Year 3,Male,52,2,2.5,4.88,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
307,721,6,9,4,1,4,10,10,9,Information Technology,Cloud Computing,Prof. Linda Wanjiru,2023 Semester 2,Year 3,Female,54,9,3.62,6.62,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
248,125,6,2,4,5,9,7,7,7,Information Technology,Cloud Computing,Dr. Grace Njeri,2025 Semester 1,Year 3,Male,53,24,3.89,5.88,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
165,929,10,2,6,1,1,9,9,7,Computer Science,Machine Learning,Dr. Grace Njeri,2023 Semester 2,Year 4,Male,93,17,2.27,5.62,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
480,115,5,5,7,1,3,8,1,10,Software Engineering,Cloud Computing,Dr. Grace Njeri,2025 Semester 1,Year 2,Female,85,14,3.0,5.0,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
983,645,5,9,6,6,8,5,10,8,Data Science,Computer Networks,Dr. Sarah Johnson,2024 Semester 1,Year 4,Female,47,4,2.43,7.12,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
334,75,8,9,8,6,2,7,9,10,Information Technology,Operating Systems,Dr. Sarah Johnson,2023 Semester 2,Year 4,Female,55,17,2.12,7.38,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
541,818,10,5,4,9,2,6,2,6,Information Technology,Artificial Intelligence,Dr. Grace Njeri,2024 Semester 1,Year 2,Female,56,17,2.65,5.5,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
758,886,7,7,5,5,10,1,9,9,Software Engineering,Computer Networks,Dr. Sarah Johnson,2023 Semester 2,Year 2,Female,54,12,2.29,6.62,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
105,843,6,8,5,4,5,5,10,6,Software Engineering,Artificial Intelligence,Prof. Linda Wanjiru,2023 Semester 2,Year 3,Male,69,20,3.42,6.12,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
562,882,6,3,4,1,7,5,4,2,Cyber Security,Artificial Intelligence,Dr. Grace Njeri,2025 Semester 1,Year 3,Female,93,18,3.07,4.0,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
80,742,7,7,8,2,1,1,8,1,Cyber Security,Machine Learning,Dr. Sarah Johnson,2024 Semester 1,Year 4,Male,93,3,2.29,4.38,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
132,583,9,3,4,6,5,3,8,7,Data Science,Computer Networks,Prof. Michael Kimani,2023 Semester 2,Year 3,Male,69,11,2.02,5.62,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
796,578,8,10,7,4,5,8,7,6,Data Science,Machine Learning,Dr. Grace Njeri,2024 Semester 2,Year 3,Male,55,18,3.62,6.88,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
899,535,5,10,5,9,9,8,1,9,Computer Science,Database Systems,Dr. Grace Njeri,2024 Semester 1,Year 2,Male,98,4,2.35,7.0,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
137,925,7,10,6,7,9,10,1,3,Cyber Security,Artificial Intelligence,Prof. Linda Wanjiru,2024 Semester 1,Year 2,Male,80,17,3.21,6.62,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
183,406,9,10,6,1,6,1,9,2,Information Technology,Operating Systems,Dr. James Mwangi,2024 Semester 1,Year 3,Female,83,18,2.67,5.5,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
400,554,6,6,8,2,4,6,4,10,Cyber Security,Cloud Computing,Dr. James Mwangi,2025 Semester 1,Year 2,Female,97,5,3.17,5.75,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
329,720,6,6,6,9,10,4,6,7,Information Technology,Operating Systems,Prof. Linda Wanjiru,2024 Semester 2,Year 3,Male,70,14,2.63,6.75,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
784,465,5,2,8,8,6,8,2,4,Software Engineering,Cloud Computing,Prof. Linda Wanjiru,2024 Semester 1,Year 2,Male,58,10,2.17,5.38,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
507,479,10,10,4,6,5,9,2,3,Cyber Security,Artificial Intelligence,Prof. Linda Wanjiru,2023 Semester 2,Year 2,Female,83,15,2.45,6.12,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
851,564,5,10,5,6,8,5,3,1,Software Engineering,Artificial Intelligence,Dr. James Mwangi,2023 Semester 2,Year 2,Female,84,1,2.38,5.38,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
983,645,5,9,6,6,8,5,10,8,Data Science,Artificial Intelligence,Prof. Linda Wanjiru,2025 Semester 1,Year 2,Male,45,16,2.86,7.12,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
68,957,6,2,7,8,5,9,5,4,Data Science,Machine Learning,Dr. Sarah Johnson,2023 Semester 2,Year 3,Female,98,11,3.32,5.75,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
545,427,7,3,7,2,9,8,8,7,Computer Science,Computer Networks,Dr. Grace Njeri,2024 Semester 1,Year 4,Female,48,23,2.53,6.38,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
773,812,9,5,4,4,2,4,2,6,Cyber Security,Cloud Computing,Dr. Grace Njeri,2023 Semester 2,Year 2,Female,74,20,2.02,4.5,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
52,798,7,2,8,7,10,5,3,5,Software Engineering,Computer Networks,Prof. Michael Kimani,2024 Semester 1,Year 3,Male,56,6,3.04,5.88,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
449,82,5,10,8,4,4,10,5,5,Information Technology,Machine Learning,Prof. Michael Kimani,2023 Semester 2,Year 3,Female,79,24,3.21,6.38,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
204,517,10,5,7,7,5,10,6,5,Data Science,Machine Learning,Dr. Grace Njeri,2024 Semester 2,Year 2,Male,57,22,3.93,6.88,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
125,385,5,2,6,7,3,2,10,1,Data Science,Data Mining,Dr. Sarah Johnson,2025 Semester 1,Year 4,Male,96,16,3.18,4.5,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
746,232,6,8,5,5,1,1,7,8,Information Technology,Operating Systems,Dr. James Mwangi,2025 Semester 1,Year 2,Male,75,2,2.94,5.12,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
42,56,6,9,6,8,9,6,2,4,Software Engineering,Operating Systems,Dr. James Mwangi,2024 Semester 2,Year 3,Male,82,1,3.15,6.25,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
751,348,7,9,5,6,5,5,8,6,Software Engineering,Database Systems,Dr. Sarah Johnson,2024 Semester 2,Year 4,Male,87,24,3.86,6.38,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
970,519,8,7,7,6,10,10,4,3,Cyber Security,Machine Learning,Dr. James Mwangi,2025 Semester 1,Year 3,Female,67,24,3.66,6.88,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
882,203,8,7,8,9,4,10,8,10,Cyber Security,Cloud Computing,Prof. Linda Wanjiru,2024 Semester 2,Year 2,Male,48,9,2.65,8.0,Satisfied,The feedback provided on assignments was constructive and timely.,9,65,9,feedback provided assignment constructive timely,Neutral
110,188,7,6,8,9,9,8,9,10,Computer Science,Data Mining,Dr. Grace Njeri,2024 Semester 1,Year 4,Male,96,22,2.47,8.25,Satisfied,The feedback provided on assignments was constructive and timely.,9,65,9,feedback provided assignment constructive timely,Neutral
760,458,6,2,4,6,6,10,4,1,Data Science,Data Mining,Dr. Grace Njeri,2023 Semester 2,Year 3,Male,60,12,2.53,4.88,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
662,200,8,4,8,6,8,4,7,1,Cyber Security,Computer Networks,Dr. Sarah Johnson,2025 Semester 1,Year 3,Female,51,17,3.01,5.75,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
182,482,10,3,4,3,10,1,8,5,Software Engineering,Operating Systems,Dr. James Mwangi,2024 Semester 2,Year 3,Female,66,15,3.49,5.5,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
847,614,8,2,6,7,8,6,6,5,Information Technology,Machine Learning,Prof. Michael Kimani,2024 Semester 1,Year 2,Female,73,19,3.01,6.0,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
94,561,9,6,4,8,6,8,3,3,Software Engineering,Database Systems,Prof. Michael Kimani,2025 Semester 1,Year 4,Female,55,22,2.14,5.88,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
970,519,8,7,7,6,10,10,4,3,Data Science,Machine Learning,Dr. James Mwangi,2024 Semester 2,Year 2,Female,77,10,3.45,6.88,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
373,980,6,3,7,1,5,4,9,4,Software Engineering,Computer Networks,Prof. Michael Kimani,2025 Semester 1,Year 2,Female,73,12,3.61,4.88,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
911,995,6,7,8,3,7,7,8,7,Computer Science,Artificial Intelligence,Dr. Sarah Johnson,2024 Semester 2,Year 2,Female,83,14,2.58,6.62,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
519,926,10,7,5,1,1,6,6,1,Data Science,Machine Learning,Dr. Sarah Johnson,2025 Semester 1,Year 4,Male,56,9,3.33,4.62,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
899,535,5,10,5,9,9,8,1,9,Information Technology,Computer Networks,Dr. James Mwangi,2024 Semester 1,Year 2,Male,51,13,2.85,7.0,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
359,189,9,3,6,2,3,8,10,7,Computer Science,Artificial Intelligence,Prof. Michael Kimani,2024 Semester 1,Year 2,Female,99,3,3.78,6.0,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
899,535,5,10,5,9,9,8,1,9,Data Science,Artificial Intelligence,Dr. Sarah Johnson,2023 Semester 2,Year 2,Male,83,21,3.69,7.0,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
695,663,6,2,8,2,5,7,5,7,Information Technology,Database Systems,Dr. Sarah Johnson,2025 Semester 1,Year 2,Male,86,14,3.05,5.25,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
280,121,5,9,5,2,4,5,6,6,Computer Science,Cloud Computing,Prof. Linda Wanjiru,2023 Semester 2,Year 3,Female,92,21,3.38,5.25,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
194,6,7,10,8,3,3,4,1,2,Computer Science,Operating Systems,Prof. Linda Wanjiru,2025 Semester 1,Year 2,Male,70,10,3.77,4.75,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
863,597,5,4,8,4,8,7,3,4,Data Science,Machine Learning,Dr. Sarah Johnson,2024 Semester 2,Year 3,Male,84,16,2.99,5.38,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
194,6,7,10,8,3,3,4,1,2,Cyber Security,Artificial Intelligence,Dr. James Mwangi,2024 Semester 2,Year 2,Female,53,7,2.63,4.75,Unsatisfied,Course organization could be significantly improved.,6,52,6,course organization could significantly improved,Positive
666,439,6,8,7,7,7,4,5,4,Computer Science,Machine Learning,Dr. Grace Njeri,2023 Semester 2,Year 4,Male,85,4,3.51,6.0,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
92,713,8,6,7,5,2,7,10,8,Computer Science,Cloud Computing,Dr. Grace Njeri,2025 Semester 1,Year 3,Female,78,20,2.44,6.62,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
671,423,7,9,5,10,10,7,7,3,Information Technology,Operating Systems,Dr. Sarah Johnson,2023 Semester 2,Year 3,Female,89,23,2.78,7.25,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
945,936,6,7,6,4,1,8,4,10,Software Engineering,Cloud Computing,Dr. Sarah Johnson,2024 Semester 1,Year 3,Male,57,11,3.73,5.75,Unsatisfied,Feedback on assessments was delayed.,5,36,5,feedback assessment delayed,Neutral
60,86,7,8,6,8,3,10,2,7,Data Science,Operating Systems,Dr. Sarah Johnson,2023 Semester 2,Year 3,Male,99,16,3.45,6.38,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
633,501,5,2,8,4,7,6,10,4,Data Science,Data Mining,Dr. James Mwangi,2023 Semester 2,Year 4,Male,99,20,2.81,5.75,Unsatisfied,There were too few opportunities to ask questions.,8,50,8,opportunity ask question,Neutral
50,393,6,9,8,7,5,8,1,4,Cyber Security,Operating Systems,Prof. Linda Wanjiru,2024 Semester 2,Year 2,Female,80,4,2.43,6.0,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
402,19,10,4,6,3,9,10,9,3,Cyber Security,Database Systems,Dr. Sarah Johnson,2023 Semester 2,Year 3,Female,69,22,2.71,6.75,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
788,642,5,7,6,8,9,6,6,7,Data Science,Cloud Computing,Dr. Sarah Johnson,2025 Semester 1,Year 4,Female,68,22,2.57,6.75,Neutral,Overall the learning experience was acceptable.,6,47,6,overall learning experience acceptable,Neutral
4,632,8,10,8,4,6,6,9,9,Cyber Security,Artificial Intelligence,Prof. Michael Kimani,2024 Semester 2,Year 3,Male,88,23,2.35,7.5,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
465,723,6,10,5,3,10,3,6,4,Information Technology,Data Mining,Dr. James Mwangi,2023 Semester 2,Year 2,Male,61,17,3.49,5.88,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
603,714,10,5,5,5,7,5,7,9,Data Science,Database Systems,Dr. Sarah Johnson,2024 Semester 1,Year 3,Female,46,13,2.5,6.62,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
681,788,6,5,6,3,10,4,3,8,Cyber Security,Machine Learning,Prof. Michael Kimani,2023 Semester 2,Year 4,Male,57,11,2.91,5.62,Unsatisfied,Assignments were confusing and lacked clear instructions.,7,57,7,assignment confusing lacked clear instruction,Neutral
828,558,7,9,5,5,9,7,3,5,Data Science,Cloud Computing,Dr. Grace Njeri,2023 Semester 2,Year 2,Male,75,3,2.77,6.25,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
533,703,10,7,8,3,4,7,9,8,Software Engineering,Computer Networks,Dr. Sarah Johnson,2023 Semester 2,Year 4,Female,73,9,3.96,7.0,Neutral,The presentations were useful but could be more interactive.,9,60,9,presentation useful could interactive,Positive
404,478,5,10,7,6,8,7,3,9,Computer Science,Computer Networks,Dr. Sarah Johnson,2024 Semester 2,Year 2,Female,94,6,2.78,6.88,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
837,374,6,9,4,6,2,6,7,8,Data Science,Artificial Intelligence,Prof. Michael Kimani,2025 Semester 1,Year 2,Male,72,22,2.16,6.0,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
512,343,8,4,7,1,10,8,2,6,Computer Science,Operating Systems,Dr. James Mwangi,2024 Semester 1,Year 2,Female,71,21,2.18,5.75,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
644,281,5,6,6,3,4,1,1,1,Cyber Security,Artificial Intelligence,Dr. Sarah Johnson,2023 Semester 2,Year 3,Male,59,11,3.18,3.38,Unsatisfied,I would not recommend this course without improvements.,8,55,8,would recommend course without improvement,Neutral
232,167,7,7,5,8,6,9,9,8,Computer Science,Computer Networks,Dr. Grace Njeri,2025 Semester 1,Year 4,Female,75,16,3.2,7.38,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
523,606,8,3,8,1,6,4,8,9,Data Science,Machine Learning,Dr. Sarah Johnson,2025 Semester 1,Year 4,Female,84,19,2.84,5.88,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
345,396,6,10,4,6,1,2,4,10,Software Engineering,Data Mining,Dr. Grace Njeri,2024 Semester 2,Year 4,Female,59,5,2.86,5.38,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
45,186,6,4,4,4,6,9,10,10,Cyber Security,Data Mining,Prof. Linda Wanjiru,2024 Semester 1,Year 2,Male,77,14,2.11,6.62,Neutral,Assignments were manageable but could include more practical work.,9,66,9,assignment manageable could include practical work,Positive
545,427,7,3,7,2,9,8,8,7,Data Science,Cloud Computing,Prof. Linda Wanjiru,2024 Semester 2,Year 3,Male,64,17,3.03,6.38,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
944,25,5,6,4,10,4,1,8,3,Cyber Security,Data Mining,Dr. Grace Njeri,2025 Semester 1,Year 2,Female,86,3,3.01,5.12,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
77,707,5,6,6,5,1,9,6,9,Information Technology,Cloud Computing,Dr. James Mwangi,2025 Semester 1,Year 4,Female,56,4,2.3,5.88,Unsatisfied,The lecturer moved too quickly through difficult topics.,8,56,8,lecturer moved quickly difficult topic,Neutral
729,575,9,4,7,7,1,1,5,1,Computer Science,Cloud Computing,Dr. Sarah Johnson,2025 Semester 1,Year 3,Female,81,16,2.21,4.38,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
812,599,5,2,4,8,4,8,9,5,Information Technology,Cloud Computing,Dr. Sarah Johnson,2024 Semester 2,Year 3,Male,53,16,2.25,5.62,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
922,813,8,10,5,8,4,7,5,2,Data Science,Computer Networks,Prof. Linda Wanjiru,2024 Semester 1,Year 3,Female,67,21,2.2,6.12,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
72,891,7,2,4,9,6,9,7,9,Software Engineering,Computer Networks,Dr. Grace Njeri,2023 Semester 2,Year 4,Female,52,4,3.22,6.62,Neutral,The course was generally good but some topics needed more explanation.,11,70,11,course generally good topic needed explanation,Positive
793,327,8,8,5,10,2,1,10,5,Cyber Security,Operating Systems,Dr. Sarah Johnson,2024 Semester 2,Year 3,Female,76,19,2.39,6.12,Neutral,Teaching was satisfactory although the pace was sometimes fast.,9,63,9,teaching satisfactory although pace sometimes fast,Neutral
248,125,6,2,4,5,9,7,7,7,Computer Science,Database Systems,Dr. Sarah Johnson,2025 Semester 1,Year 3,Female,92,17,2.5,5.88,Unsatisfied,More practical examples are needed during lectures.,7,51,7,practical example needed lecture,Positive
46,258,7,2,7,2,7,2,6,10,Cyber Security,Cloud Computing,Dr. James Mwangi,2024 Semester 2,Year 2,Male,58,13,2.35,5.38,Unsatisfied,The presentations were difficult to follow.,6,43,6,presentation difficult follow,Negative
